ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Subscriber	subscriber	1609142004200	 	3.2.1
USER	getAndAck	9810	START	1609142095534	1609142095534
REQUEST	9810		/message/get	1609142095534	1609142095538	OK	 
USER	getAndAck	9810	END	1609142095534	1609142095538
REQUEST	9809		/message/ack	1609142095534	1609142095540	OK	 
USER	getAndAck	9809	END	1609142095533	1609142095540
USER	getAndAck	9811	START	1609142095544	1609142095544
USER	getAndAck	9812	START	1609142095544	1609142095544
REQUEST	9812		/message/get	1609142095544	1609142095547	OK	 
USER	getAndAck	9812	END	1609142095544	1609142095548
REQUEST	9811		/message/ack	1609142095544	1609142095548	OK	 
USER	getAndAck	9811	END	1609142095544	1609142095548
USER	getAndAck	9813	START	1609142095554	1609142095554
USER	getAndAck	9814	START	1609142095554	1609142095554
REQUEST	9814		/message/get	1609142095554	1609142095557	OK	 
USER	getAndAck	9814	END	1609142095554	1609142095557
REQUEST	9813		/message/ack	1609142095554	1609142095559	OK	 
USER	getAndAck	9813	END	1609142095554	1609142095559
USER	getAndAck	9815	START	1609142095563	1609142095563
USER	getAndAck	9816	START	1609142095563	1609142095563
REQUEST	9816		/message/ack	1609142095563	1609142095567	OK	 
USER	getAndAck	9816	END	1609142095563	1609142095568
REQUEST	9815		/message/get	1609142095563	1609142095568	OK	 
USER	getAndAck	9815	END	1609142095563	1609142095568
USER	getAndAck	9817	START	1609142095574	1609142095574
USER	getAndAck	9818	START	1609142095574	1609142095574
REQUEST	9817		/message/ack	1609142095574	1609142095578	OK	 
USER	getAndAck	9817	END	1609142095574	1609142095578
REQUEST	9818		/message/get	1609142095574	1609142095579	OK	 
USER	getAndAck	9818	END	1609142095574	1609142095579
USER	getAndAck	9819	START	1609142095584	1609142095584
USER	getAndAck	9820	START	1609142095584	1609142095584
REQUEST	9820		/message/get	1609142095584	1609142095587	OK	 
USER	getAndAck	9820	END	1609142095584	1609142095587
REQUEST	9819		/message/ack	1609142095584	1609142095589	OK	 
USER	getAndAck	9819	END	1609142095584	1609142095589
USER	getAndAck	9821	START	1609142095593	1609142095593
USER	getAndAck	9822	START	1609142095593	1609142095593
REQUEST	9821		/message/ack	1609142095593	1609142095598	OK	 
USER	getAndAck	9821	END	1609142095593	1609142095598
REQUEST	9822		/message/get	1609142095593	1609142095599	OK	 
USER	getAndAck	9822	END	1609142095593	1609142095599
USER	getAndAck	9823	START	1609142095603	1609142095603
USER	getAndAck	9824	START	1609142095604	1609142095604
REQUEST	9823		/message/ack	1609142095604	1609142095609	OK	 
USER	getAndAck	9823	END	1609142095603	1609142095609
REQUEST	9824		/message/get	1609142095604	1609142095610	OK	 
USER	getAndAck	9824	END	1609142095604	1609142095610
USER	getAndAck	9825	START	1609142095614	1609142095614
USER	getAndAck	9826	START	1609142095614	1609142095614
REQUEST	9826		/message/get	1609142095614	1609142095617	OK	 
USER	getAndAck	9826	END	1609142095614	1609142095617
REQUEST	9825		/message/ack	1609142095614	1609142095619	OK	 
USER	getAndAck	9825	END	1609142095614	1609142095619
USER	getAndAck	9827	START	1609142095624	1609142095624
USER	getAndAck	9828	START	1609142095624	1609142095624
REQUEST	9828		/message/get	1609142095624	1609142095627	OK	 
USER	getAndAck	9828	END	1609142095624	1609142095628
REQUEST	9827		/message/ack	1609142095624	1609142095630	OK	 
USER	getAndAck	9827	END	1609142095624	1609142095630
USER	getAndAck	9829	START	1609142095633	1609142095633
USER	getAndAck	9830	START	1609142095633	1609142095633
REQUEST	9830		/message/get	1609142095633	1609142095637	OK	 
USER	getAndAck	9830	END	1609142095633	1609142095637
REQUEST	9829		/message/ack	1609142095633	1609142095639	OK	 
USER	getAndAck	9829	END	1609142095633	1609142095639
USER	getAndAck	9832	START	1609142095643	1609142095643
USER	getAndAck	9831	START	1609142095643	1609142095643
REQUEST	9832		/message/get	1609142095644	1609142095647	OK	 
USER	getAndAck	9832	END	1609142095643	1609142095647
REQUEST	9831		/message/ack	1609142095644	1609142095647	OK	 
USER	getAndAck	9831	END	1609142095643	1609142095647
USER	getAndAck	9833	START	1609142095654	1609142095654
USER	getAndAck	9834	START	1609142095654	1609142095654
REQUEST	9834		/message/get	1609142095654	1609142095657	OK	 
USER	getAndAck	9834	END	1609142095654	1609142095657
REQUEST	9833		/message/ack	1609142095654	1609142095659	OK	 
USER	getAndAck	9833	END	1609142095654	1609142095659
USER	getAndAck	9835	START	1609142095664	1609142095664
USER	getAndAck	9836	START	1609142095664	1609142095664
REQUEST	9835		/message/ack	1609142095664	1609142095668	OK	 
USER	getAndAck	9835	END	1609142095664	1609142095668
REQUEST	9836		/message/get	1609142095664	1609142095669	OK	 
USER	getAndAck	9836	END	1609142095664	1609142095669
USER	getAndAck	9838	START	1609142095673	1609142095673
USER	getAndAck	9837	START	1609142095673	1609142095673
REQUEST	9837		/message/ack	1609142095673	1609142095677	OK	 
USER	getAndAck	9837	END	1609142095673	1609142095677
REQUEST	9838		/message/get	1609142095673	1609142095677	OK	 
USER	getAndAck	9838	END	1609142095673	1609142095678
USER	getAndAck	9840	START	1609142095683	1609142095683
USER	getAndAck	9839	START	1609142095683	1609142095683
REQUEST	9840		/message/get	1609142095684	1609142095687	OK	 
USER	getAndAck	9840	END	1609142095683	1609142095688
REQUEST	9839		/message/ack	1609142095684	1609142095690	OK	 
USER	getAndAck	9839	END	1609142095683	1609142095690
USER	getAndAck	9841	START	1609142095694	1609142095694
USER	getAndAck	9842	START	1609142095694	1609142095694
REQUEST	9842		/message/get	1609142095694	1609142095696	OK	 
USER	getAndAck	9842	END	1609142095694	1609142095696
REQUEST	9841		/message/ack	1609142095694	1609142095697	OK	 
USER	getAndAck	9841	END	1609142095694	1609142095697
USER	getAndAck	9844	START	1609142095704	1609142095704
USER	getAndAck	9843	START	1609142095704	1609142095704
REQUEST	9844		/message/ack	1609142095705	1609142095710	OK	 
USER	getAndAck	9844	END	1609142095704	1609142095710
REQUEST	9843		/message/get	1609142095705	1609142095712	OK	 
USER	getAndAck	9843	END	1609142095704	1609142095712
USER	getAndAck	9845	START	1609142095713	1609142095713
USER	getAndAck	9846	START	1609142095713	1609142095713
REQUEST	9846		/message/get	1609142095713	1609142095716	OK	 
USER	getAndAck	9846	END	1609142095713	1609142095716
REQUEST	9845		/message/ack	1609142095713	1609142095717	OK	 
USER	getAndAck	9845	END	1609142095713	1609142095718
USER	getAndAck	9847	START	1609142095723	1609142095723
USER	getAndAck	9848	START	1609142095724	1609142095724
REQUEST	9848		/message/get	1609142095724	1609142095728	OK	 
USER	getAndAck	9848	END	1609142095724	1609142095728
REQUEST	9847		/message/ack	1609142095724	1609142095731	OK	 
USER	getAndAck	9847	END	1609142095723	1609142095731
USER	getAndAck	9849	START	1609142095733	1609142095733
USER	getAndAck	9850	START	1609142095734	1609142095734
REQUEST	9850		/message/get	1609142095734	1609142095737	OK	 
USER	getAndAck	9850	END	1609142095734	1609142095738
REQUEST	9849		/message/ack	1609142095734	1609142095738	OK	 
USER	getAndAck	9849	END	1609142095733	1609142095738
USER	getAndAck	9851	START	1609142095744	1609142095744
USER	getAndAck	9852	START	1609142095744	1609142095744
REQUEST	9852		/message/get	1609142095744	1609142095745	OK	 
USER	getAndAck	9852	END	1609142095744	1609142095746
REQUEST	9851		/message/ack	1609142095744	1609142095748	OK	 
USER	getAndAck	9851	END	1609142095744	1609142095748
USER	getAndAck	9853	START	1609142095754	1609142095754
USER	getAndAck	9854	START	1609142095754	1609142095754
REQUEST	9853		/message/ack	1609142095754	1609142095759	OK	 
USER	getAndAck	9853	END	1609142095754	1609142095759
REQUEST	9854		/message/get	1609142095754	1609142095760	OK	 
USER	getAndAck	9854	END	1609142095754	1609142095760
USER	getAndAck	9855	START	1609142095763	1609142095763
USER	getAndAck	9856	START	1609142095763	1609142095763
REQUEST	9855		/message/ack	1609142095763	1609142095768	OK	 
USER	getAndAck	9855	END	1609142095763	1609142095768
REQUEST	9856		/message/get	1609142095763	1609142095768	OK	 
USER	getAndAck	9856	END	1609142095763	1609142095769
USER	getAndAck	9858	START	1609142095773	1609142095773
USER	getAndAck	9857	START	1609142095773	1609142095773
REQUEST	9857		/message/get	1609142095774	1609142095777	OK	 
USER	getAndAck	9857	END	1609142095773	1609142095777
REQUEST	9858		/message/ack	1609142095774	1609142095779	OK	 
USER	getAndAck	9858	END	1609142095773	1609142095779
USER	getAndAck	9859	START	1609142095784	1609142095784
USER	getAndAck	9860	START	1609142095784	1609142095784
REQUEST	9860		/message/get	1609142095784	1609142095787	OK	 
USER	getAndAck	9860	END	1609142095784	1609142095787
REQUEST	9859		/message/ack	1609142095784	1609142095789	OK	 
USER	getAndAck	9859	END	1609142095784	1609142095789
USER	getAndAck	9861	START	1609142095794	1609142095794
USER	getAndAck	9862	START	1609142095794	1609142095794
REQUEST	9861		/message/ack	1609142095794	1609142095799	OK	 
USER	getAndAck	9861	END	1609142095794	1609142095799
REQUEST	9862		/message/get	1609142095794	1609142095800	OK	 
USER	getAndAck	9862	END	1609142095794	1609142095800
USER	getAndAck	9864	START	1609142095803	1609142095803
USER	getAndAck	9863	START	1609142095803	1609142095803
REQUEST	9863		/message/get	1609142095803	1609142095806	OK	 
USER	getAndAck	9863	END	1609142095803	1609142095806
REQUEST	9864		/message/ack	1609142095803	1609142095807	OK	 
USER	getAndAck	9864	END	1609142095803	1609142095808
USER	getAndAck	9865	START	1609142095813	1609142095813
USER	getAndAck	9866	START	1609142095813	1609142095813
REQUEST	9866		/message/get	1609142095814	1609142095816	OK	 
USER	getAndAck	9866	END	1609142095813	1609142095817
REQUEST	9865		/message/ack	1609142095814	1609142095819	OK	 
USER	getAndAck	9865	END	1609142095813	1609142095819
USER	getAndAck	9867	START	1609142095824	1609142095824
USER	getAndAck	9868	START	1609142095824	1609142095824
REQUEST	9868		/message/get	1609142095824	1609142095827	OK	 
USER	getAndAck	9868	END	1609142095824	1609142095827
REQUEST	9867		/message/ack	1609142095824	1609142095829	OK	 
USER	getAndAck	9867	END	1609142095824	1609142095829
USER	getAndAck	9869	START	1609142095833	1609142095833
USER	getAndAck	9870	START	1609142095833	1609142095833
REQUEST	9869		/message/ack	1609142095833	1609142095838	OK	 
USER	getAndAck	9869	END	1609142095833	1609142095838
REQUEST	9870		/message/get	1609142095833	1609142095839	OK	 
USER	getAndAck	9870	END	1609142095833	1609142095839
USER	getAndAck	9871	START	1609142095843	1609142095843
USER	getAndAck	9872	START	1609142095843	1609142095843
REQUEST	9871		/message/ack	1609142095843	1609142095846	OK	 
USER	getAndAck	9871	END	1609142095843	1609142095846
REQUEST	9872		/message/get	1609142095844	1609142095847	OK	 
USER	getAndAck	9872	END	1609142095843	1609142095847
USER	getAndAck	9874	START	1609142095853	1609142095853
USER	getAndAck	9873	START	1609142095853	1609142095853
REQUEST	9873		/message/get	1609142095854	1609142095856	OK	 
USER	getAndAck	9873	END	1609142095853	1609142095856
REQUEST	9874		/message/ack	1609142095854	1609142095858	OK	 
USER	getAndAck	9874	END	1609142095853	1609142095858
USER	getAndAck	9875	START	1609142095864	1609142095864
USER	getAndAck	9876	START	1609142095864	1609142095864
REQUEST	9876		/message/get	1609142095864	1609142095867	OK	 
USER	getAndAck	9876	END	1609142095864	1609142095867
REQUEST	9875		/message/ack	1609142095864	1609142095870	OK	 
USER	getAndAck	9875	END	1609142095864	1609142095870
USER	getAndAck	9878	START	1609142095874	1609142095874
USER	getAndAck	9877	START	1609142095874	1609142095874
REQUEST	9877		/message/get	1609142095874	1609142095878	OK	 
USER	getAndAck	9877	END	1609142095874	1609142095878
REQUEST	9878		/message/ack	1609142095874	1609142095880	OK	 
USER	getAndAck	9878	END	1609142095874	1609142095880
USER	getAndAck	9879	START	1609142095883	1609142095883
USER	getAndAck	9880	START	1609142095883	1609142095883
REQUEST	9880		/message/get	1609142095883	1609142095886	OK	 
USER	getAndAck	9880	END	1609142095883	1609142095886
REQUEST	9879		/message/ack	1609142095883	1609142095888	OK	 
USER	getAndAck	9879	END	1609142095883	1609142095888
USER	getAndAck	9881	START	1609142095893	1609142095893
USER	getAndAck	9882	START	1609142095893	1609142095893
REQUEST	9881		/message/ack	1609142095893	1609142095898	OK	 
USER	getAndAck	9881	END	1609142095893	1609142095898
REQUEST	9882		/message/get	1609142095893	1609142095899	OK	 
USER	getAndAck	9882	END	1609142095893	1609142095899
USER	getAndAck	9883	START	1609142095903	1609142095903
USER	getAndAck	9884	START	1609142095904	1609142095904
REQUEST	9884		/message/get	1609142095904	1609142095907	OK	 
USER	getAndAck	9884	END	1609142095904	1609142095907
REQUEST	9883		/message/ack	1609142095904	1609142095909	OK	 
USER	getAndAck	9883	END	1609142095903	1609142095910
USER	getAndAck	9885	START	1609142095914	1609142095914
USER	getAndAck	9886	START	1609142095914	1609142095914
REQUEST	9886		/message/get	1609142095914	1609142095918	OK	 
USER	getAndAck	9886	END	1609142095914	1609142095918
REQUEST	9885		/message/ack	1609142095914	1609142095919	OK	 
USER	getAndAck	9885	END	1609142095914	1609142095919
USER	getAndAck	9887	START	1609142095923	1609142095923
USER	getAndAck	9888	START	1609142095923	1609142095923
REQUEST	9888		/message/get	1609142095923	1609142095926	OK	 
USER	getAndAck	9888	END	1609142095923	1609142095926
REQUEST	9887		/message/ack	1609142095923	1609142095928	OK	 
USER	getAndAck	9887	END	1609142095923	1609142095928
USER	getAndAck	9889	START	1609142095933	1609142095933
USER	getAndAck	9890	START	1609142095933	1609142095933
REQUEST	9889		/message/ack	1609142095933	1609142095937	OK	 
USER	getAndAck	9889	END	1609142095933	1609142095937
REQUEST	9890		/message/get	1609142095933	1609142095938	OK	 
USER	getAndAck	9890	END	1609142095933	1609142095938
USER	getAndAck	9891	START	1609142095943	1609142095943
USER	getAndAck	9892	START	1609142095944	1609142095944
REQUEST	9891		/message/ack	1609142095944	1609142095951	OK	 
USER	getAndAck	9891	END	1609142095943	1609142095951
REQUEST	9892		/message/get	1609142095944	1609142095952	OK	 
USER	getAndAck	9892	END	1609142095944	1609142095952
USER	getAndAck	9893	START	1609142095954	1609142095954
USER	getAndAck	9894	START	1609142095954	1609142095954
REQUEST	9894		/message/get	1609142095954	1609142095957	OK	 
USER	getAndAck	9894	END	1609142095954	1609142095957
REQUEST	9893		/message/ack	1609142095954	1609142095959	OK	 
USER	getAndAck	9893	END	1609142095954	1609142095959
USER	getAndAck	9895	START	1609142095964	1609142095964
USER	getAndAck	9896	START	1609142095964	1609142095964
REQUEST	9895		/message/ack	1609142095964	1609142095968	OK	 
USER	getAndAck	9895	END	1609142095964	1609142095969
REQUEST	9896		/message/get	1609142095964	1609142095969	OK	 
USER	getAndAck	9896	END	1609142095964	1609142095969
USER	getAndAck	9897	START	1609142095973	1609142095973
USER	getAndAck	9898	START	1609142095974	1609142095974
REQUEST	9898		/message/get	1609142095974	1609142095977	OK	 
USER	getAndAck	9898	END	1609142095974	1609142095977
REQUEST	9897		/message/ack	1609142095974	1609142095978	OK	 
USER	getAndAck	9897	END	1609142095973	1609142095984
USER	getAndAck	9900	START	1609142095984	1609142095984
USER	getAndAck	9899	START	1609142095984	1609142095984
REQUEST	9900		/message/ack	1609142095984	1609142095989	OK	 
USER	getAndAck	9900	END	1609142095984	1609142095989
REQUEST	9899		/message/get	1609142095984	1609142095990	OK	 
USER	getAndAck	9899	END	1609142095984	1609142095990
USER	getAndAck	9901	START	1609142095994	1609142095994
USER	getAndAck	9902	START	1609142095994	1609142095994
REQUEST	9902		/message/get	1609142095994	1609142095997	OK	 
USER	getAndAck	9902	END	1609142095994	1609142095998
REQUEST	9901		/message/ack	1609142095994	1609142095999	OK	 
USER	getAndAck	9901	END	1609142095994	1609142096000
USER	getAndAck	9903	START	1609142096003	1609142096003
USER	getAndAck	9904	START	1609142096003	1609142096003
REQUEST	9904		/message/get	1609142096003	1609142096007	OK	 
USER	getAndAck	9904	END	1609142096003	1609142096008
REQUEST	9903		/message/ack	1609142096003	1609142096009	OK	 
USER	getAndAck	9903	END	1609142096003	1609142096009
USER	getAndAck	9905	START	1609142096013	1609142096013
USER	getAndAck	9906	START	1609142096014	1609142096014
REQUEST	9905		/message/ack	1609142096014	1609142096019	OK	 
USER	getAndAck	9905	END	1609142096013	1609142096019
REQUEST	9906		/message/get	1609142096014	1609142096020	OK	 
USER	getAndAck	9906	END	1609142096014	1609142096020
USER	getAndAck	9907	START	1609142096023	1609142096023
USER	getAndAck	9908	START	1609142096024	1609142096024
REQUEST	9908		/message/get	1609142096024	1609142096028	OK	 
USER	getAndAck	9908	END	1609142096024	1609142096028
REQUEST	9907		/message/ack	1609142096024	1609142096030	OK	 
USER	getAndAck	9907	END	1609142096023	1609142096030
USER	getAndAck	9909	START	1609142096034	1609142096034
USER	getAndAck	9910	START	1609142096034	1609142096034
REQUEST	9910		/message/get	1609142096034	1609142096039	OK	 
USER	getAndAck	9910	END	1609142096034	1609142096039
REQUEST	9909		/message/ack	1609142096034	1609142096040	OK	 
USER	getAndAck	9909	END	1609142096034	1609142096040
USER	getAndAck	9912	START	1609142096043	1609142096043
USER	getAndAck	9911	START	1609142096043	1609142096043
REQUEST	9911		/message/ack	1609142096043	1609142096047	OK	 
USER	getAndAck	9911	END	1609142096043	1609142096048
REQUEST	9912		/message/get	1609142096043	1609142096048	OK	 
USER	getAndAck	9912	END	1609142096043	1609142096048
USER	getAndAck	9913	START	1609142096054	1609142096054
USER	getAndAck	9914	START	1609142096054	1609142096054
REQUEST	9913		/message/ack	1609142096054	1609142096058	OK	 
USER	getAndAck	9913	END	1609142096054	1609142096058
REQUEST	9914		/message/get	1609142096054	1609142096059	OK	 
