ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAEDAAECAQAAAAAAAECPQA==
ASSERTION	AAECAAMFAAAAAAAAAFlA
RUN	jp.rafaelzig.rafka.pubsub.Publisher	publisher	1609142004263	 	3.2.1
USER	publish	174	END	1609142021601	1609142021612
USER	publish	175	START	1609142021641	1609142021641
REQUEST	175		/message/publish	1609142021641	1609142021651	OK	 
USER	publish	175	END	1609142021641	1609142021652
USER	publish	176	START	1609142021670	1609142021670
REQUEST	176		/message/publish	1609142021671	1609142021680	OK	 
USER	publish	176	END	1609142021670	1609142021681
USER	publish	177	START	1609142021700	1609142021700
REQUEST	177		/message/publish	1609142021701	1609142021714	OK	 
USER	publish	177	END	1609142021700	1609142021715
USER	publish	178	START	1609142021731	1609142021731
REQUEST	178		/message/publish	1609142021732	1609142021738	OK	 
USER	publish	178	END	1609142021731	1609142021738
USER	publish	179	START	1609142021750	1609142021750
REQUEST	179		/message/publish	1609142021751	1609142021766	OK	 
USER	publish	179	END	1609142021750	1609142021767
USER	publish	180	START	1609142021781	1609142021781
REQUEST	180		/message/publish	1609142021781	1609142021788	OK	 
USER	publish	180	END	1609142021781	1609142021788
USER	publish	181	START	1609142021811	1609142021811
REQUEST	181		/message/publish	1609142021811	1609142021819	OK	 
USER	publish	181	END	1609142021811	1609142021820
USER	publish	182	START	1609142021840	1609142021840
REQUEST	182		/message/publish	1609142021841	1609142021846	OK	 
USER	publish	182	END	1609142021840	1609142021846
USER	publish	183	START	1609142021860	1609142021860
REQUEST	183		/message/publish	1609142021861	1609142021867	OK	 
USER	publish	183	END	1609142021860	1609142021867
USER	publish	184	START	1609142021891	1609142021891
REQUEST	184		/message/publish	1609142021891	1609142021897	OK	 
USER	publish	184	END	1609142021891	1609142021898
USER	publish	185	START	1609142021921	1609142021921
REQUEST	185		/message/publish	1609142021921	1609142021929	OK	 
USER	publish	185	END	1609142021921	1609142021930
USER	publish	186	START	1609142021950	1609142021950
REQUEST	186		/message/publish	1609142021951	1609142021960	OK	 
USER	publish	186	END	1609142021950	1609142021960
USER	publish	187	START	1609142021980	1609142021980
REQUEST	187		/message/publish	1609142021981	1609142021988	OK	 
USER	publish	187	END	1609142021980	1609142021989
USER	publish	188	START	1609142022001	1609142022001
REQUEST	188		/message/publish	1609142022001	1609142022007	OK	 
USER	publish	188	END	1609142022001	1609142022008
USER	publish	189	START	1609142022030	1609142022030
REQUEST	189		/message/publish	1609142022031	1609142022038	OK	 
USER	publish	189	END	1609142022030	1609142022038
USER	publish	190	START	1609142022060	1609142022060
REQUEST	190		/message/publish	1609142022061	1609142022069	OK	 
USER	publish	190	END	1609142022060	1609142022070
USER	publish	191	START	1609142022091	1609142022091
REQUEST	191		/message/publish	1609142022092	1609142022099	OK	 
USER	publish	191	END	1609142022091	1609142022099
USER	publish	192	START	1609142022110	1609142022110
REQUEST	192		/message/publish	1609142022111	1609142022118	OK	 
USER	publish	192	END	1609142022110	1609142022118
USER	publish	193	START	1609142022140	1609142022140
REQUEST	193		/message/publish	1609142022141	1609142022150	OK	 
USER	publish	193	END	1609142022140	1609142022151
USER	publish	194	START	1609142022171	1609142022171
REQUEST	194		/message/publish	1609142022171	1609142022180	OK	 
USER	publish	194	END	1609142022171	1609142022181
USER	publish	195	START	1609142022201	1609142022201
REQUEST	195		/message/publish	1609142022201	1609142022207	OK	 
USER	publish	195	END	1609142022201	1609142022208
USER	publish	196	START	1609142022231	1609142022231
REQUEST	196		/message/publish	1609142022232	1609142022244	OK	 
USER	publish	196	END	1609142022231	1609142022245
USER	publish	197	START	1609142022251	1609142022251
REQUEST	197		/message/publish	1609142022252	1609142022257	OK	 
USER	publish	197	END	1609142022251	1609142022258
USER	publish	198	START	1609142022281	1609142022281
REQUEST	198		/message/publish	1609142022281	1609142022290	OK	 
USER	publish	198	END	1609142022281	1609142022290
USER	publish	199	START	1609142022310	1609142022310
REQUEST	199		/message/publish	1609142022311	1609142022318	OK	 
USER	publish	199	END	1609142022310	1609142022318
USER	publish	200	START	1609142022340	1609142022340
REQUEST	200		/message/publish	1609142022341	1609142022350	OK	 
USER	publish	200	END	1609142022340	1609142022350
USER	publish	201	START	1609142022361	1609142022361
REQUEST	201		/message/publish	1609142022361	1609142022367	OK	 
USER	publish	201	END	1609142022361	1609142022367
USER	publish	202	START	1609142022391	1609142022391
REQUEST	202		/message/publish	1609142022392	1609142022397	OK	 
USER	publish	202	END	1609142022391	1609142022398
USER	publish	203	START	1609142022421	1609142022421
REQUEST	203		/message/publish	1609142022421	1609142022427	OK	 
USER	publish	203	END	1609142022421	1609142022428
USER	publish	204	START	1609142022451	1609142022451
REQUEST	204		/message/publish	1609142022452	1609142022457	OK	 
USER	publish	204	END	1609142022451	1609142022458
USER	publish	205	START	1609142022481	1609142022481
REQUEST	205		/message/publish	1609142022481	1609142022488	OK	 
USER	publish	205	END	1609142022481	1609142022489
USER	publish	206	START	1609142022500	1609142022500
REQUEST	206		/message/publish	1609142022501	1609142022508	OK	 
USER	publish	206	END	1609142022500	1609142022508
USER	publish	207	START	1609142022530	1609142022530
REQUEST	207		/message/publish	1609142022531	1609142022537	OK	 
USER	publish	207	END	1609142022530	1609142022538
USER	publish	208	START	1609142022560	1609142022560
REQUEST	208		/message/publish	1609142022561	1609142022568	OK	 
USER	publish	208	END	1609142022560	1609142022568
USER	publish	209	START	1609142022590	1609142022590
REQUEST	209		/message/publish	1609142022591	1609142022598	OK	 
USER	publish	209	END	1609142022590	1609142022598
USER	publish	210	START	1609142022611	1609142022611
REQUEST	210		/message/publish	1609142022611	1609142022628	OK	 
USER	publish	210	END	1609142022611	1609142022628
USER	publish	211	START	1609142022640	1609142022640
REQUEST	211		/message/publish	1609142022641	1609142022650	OK	 
USER	publish	211	END	1609142022640	1609142022650
USER	publish	212	START	1609142022670	1609142022670
REQUEST	212		/message/publish	1609142022671	1609142022677	OK	 
USER	publish	212	END	1609142022670	1609142022677
USER	publish	213	START	1609142022701	1609142022701
REQUEST	213		/message/publish	1609142022702	1609142022711	OK	 
USER	publish	213	END	1609142022701	1609142022712
USER	publish	214	START	1609142022720	1609142022720
REQUEST	214		/message/publish	1609142022721	1609142022726	OK	 
USER	publish	214	END	1609142022720	1609142022726
USER	publish	215	START	1609142022751	1609142022751
REQUEST	215		/message/publish	1609142022752	1609142022757	OK	 
USER	publish	215	END	1609142022751	1609142022758
USER	publish	216	START	1609142022770	1609142022770
REQUEST	216		/message/publish	1609142022771	1609142022784	OK	 
USER	publish	216	END	1609142022770	1609142022784
USER	publish	217	START	1609142022800	1609142022800
REQUEST	217		/message/publish	1609142022801	1609142022806	OK	 
USER	publish	217	END	1609142022800	1609142022806
USER	publish	218	START	1609142022830	1609142022830
REQUEST	218		/message/publish	1609142022830	1609142022838	OK	 
USER	publish	218	END	1609142022830	1609142022839
USER	publish	219	START	1609142022850	1609142022850
REQUEST	219		/message/publish	1609142022851	1609142022857	OK	 
USER	publish	219	END	1609142022850	1609142022857
USER	publish	220	START	1609142022881	1609142022881
REQUEST	220		/message/publish	1609142022882	1609142022888	OK	 
USER	publish	220	END	1609142022881	1609142022888
USER	publish	221	START	1609142022901	1609142022901
REQUEST	221		/message/publish	1609142022901	1609142022907	OK	 
USER	publish	221	END	1609142022901	1609142022907
USER	publish	222	START	1609142022930	1609142022930
REQUEST	222		/message/publish	1609142022931	1609142022936	OK	 
USER	publish	222	END	1609142022930	1609142022937
USER	publish	223	START	1609142022951	1609142022951
REQUEST	223		/message/publish	1609142022951	1609142022959	OK	 
USER	publish	223	END	1609142022951	1609142022959
USER	publish	224	START	1609142022981	1609142022981
REQUEST	224		/message/publish	1609142022981	1609142022987	OK	 
USER	publish	224	END	1609142022981	1609142022987
USER	publish	225	START	1609142023010	1609142023010
REQUEST	225		/message/publish	1609142023011	1609142023016	OK	 
USER	publish	225	END	1609142023010	1609142023017
USER	publish	226	START	1609142023031	1609142023031
REQUEST	226		/message/publish	1609142023031	1609142023039	OK	 
USER	publish	226	END	1609142023031	1609142023039
USER	publish	227	START	1609142023060	1609142023060
REQUEST	227		/message/publish	1609142023061	1609142023067	OK	 
USER	publish	227	END	1609142023060	1609142023068
USER	publish	228	START	1609142023081	1609142023081
REQUEST	228		/message/publish	1609142023082	1609142023089	OK	 
USER	publish	228	END	1609142023081	1609142023090
USER	publish	229	START	1609142023111	1609142023111
REQUEST	229		/message/publish	1609142023111	1609142023122	OK	 
USER	publish	229	END	1609142023111	1609142023122
USER	publish	230	START	1609142023130	1609142023130
REQUEST	230		/message/publish	1609142023131	1609142023136	OK	 
USER	publish	230	END	1609142023130	1609142023137
USER	publish	231	START	1609142023161	1609142023161
REQUEST	231		/message/publish	1609142023161	1609142023172	OK	 
USER	publish	231	END	1609142023161	1609142023172
USER	publish	232	START	1609142023190	1609142023190
REQUEST	232		/message/publish	1609142023191	1609142023197	OK	 
USER	publish	232	END	1609142023190	1609142023197
USER	publish	233	START	1609142023211	1609142023211
REQUEST	233		/message/publish	1609142023211	1609142023218	OK	 
USER	publish	233	END	1609142023211	1609142023218
USER	publish	234	START	1609142023240	1609142023240
REQUEST	234		/message/publish	1609142023241	1609142023246	OK	 
USER	publish	234	END	1609142023240	1609142023247
USER	publish	235	START	1609142023261	1609142023261
REQUEST	235		/message/publish	1609142023262	1609142023270	OK	 
USER	publish	235	END	1609142023261	1609142023270
USER	publish	236	START	1609142023290	1609142023290
REQUEST	236		/message/publish	1609142023291	1609142023297	OK	 
USER	publish	236	END	1609142023290	1609142023297
USER	publish	237	START	1609142023310	1609142023310
REQUEST	237		/message/publish	1609142023311	1609142023318	OK	 
USER	publish	237	END	1609142023310	1609142023319
USER	publish	238	START	1609142023341	1609142023341
REQUEST	238		/message/publish	1609142023342	1609142023349	OK	 
USER	publish	238	END	1609142023341	1609142023350
USER	publish	239	START	1609142023360	1609142023360
REQUEST	239		/message/publish	1609142023361	1609142023368	OK	 
USER	publish	239	END	1609142023360	1609142023368
USER	publish	240	START	1609142023391	1609142023391
REQUEST	240		/message/publish	1609142023391	1609142023401	OK	 
USER	publish	240	END	1609142023391	1609142023402
USER	publish	241	START	1609142023420	1609142023420
REQUEST	241		/message/publish	1609142023421	1609142023427	OK	 
USER	publish	241	END	1609142023420	1609142023427
USER	publish	242	START	1609142023441	1609142023441
REQUEST	242		/message/publish	1609142023441	1609142023452	OK	 
USER	publish	242	END	1609142023441	1609142023452
USER	publish	243	START	1609142023470	1609142023470
REQUEST	243		/message/publish	1609142023471	1609142023480	OK	 
USER	publish	243	END	1609142023470	1609142023481
USER	publish	244	START	1609142023491	1609142023491
REQUEST	244		/message/publish	1609142023491	1609142023497	OK	 
USER	publish	244	END	1609142023491	1609142023498
USER	publish	245	START	1609142023520	1609142023520
REQUEST	245		/message/publish	1609142023521	1609142023531	OK	 
USER	publish	245	END	1609142023520	1609142023532
USER	publish	246	START	1609142023541	1609142023541
REQUEST	246		/message/publish	1609142023541	1609142023546	OK	 
USER	publish	246	END	1609142023541	1609142023547
USER	publish	247	START	1609142023571	1609142023571
REQUEST	247		/message/publish	1609142023571	1609142023577	OK	 
USER	publish	247	END	1609142023571	1609142023577
USER	publish	248	START	1609142023600	1609142023600
REQUEST	248		/message/publish	1609142023601	1609142023615	OK	 
USER	publish	248	END	1609142023600	1609142023615
USER	publish	249	START	1609142023621	1609142023621
REQUEST	249		/message/publish	1609142023622	1609142023628	OK	 
USER	publish	249	END	1609142023621	1609142023629
USER	publish	250	START	1609142023651	1609142023651
REQUEST	250		/message/publish	1609142023651	1609142023662	OK	 
USER	publish	250	END	1609142023651	1609142023662
USER	publish	251	START	1609142023670	1609142023670
REQUEST	251		/message/publish	1609142023671	1609142023679	OK	 
USER	publish	251	END	1609142023670	1609142023680
USER	publish	252	START	1609142023701	1609142023701
REQUEST	252		/message/publish	1609142023701	1609142023716	OK	 
USER	publish	252	END	1609142023701	1609142023716
USER	publish	253	START	1609142023721	1609142023721
REQUEST	253		/message/publish	1609142023722	1609142023730	OK	 
USER	publish	253	END	1609142023721	1609142023731
USER	publish	254	START	1609142023741	1609142023741
REQUEST	254		/message/publish	1609142023742	1609142023755	OK	 
USER	publish	254	END	1609142023741	1609142023755
USER	publish	255	START	1609142023771	1609142023771
REQUEST	255		/message/publish	1609142023772	1609142023784	OK	 
USER	publish	255	END	1609142023771	1609142023784
USER	publish	256	START	1609142023790	1609142023790
REQUEST	256		/message/publish	1609142023791	1609142023799	OK	 
USER	publish	256	END	1609142023790	1609142023799
USER	publish	257	START	1609142023810	1609142023810
REQUEST	257		/message/publish	1609142023811	1609142023821	OK	 
USER	publish	257	END	1609142023810	1609142023822
USER	publish	258	START	1609142023841	1609142023841
REQUEST	258		/message/publish	1609142023841	1609142023848	OK	 
USER	publish	258	END	1609142023841	1609142023849
USER	publish	259	START	1609142023861	1609142023861
REQUEST	259		/message/publish	1609142023861	1609142023867	OK	 
USER	publish	259	END	1609142023861	1609142023867
USER	publish	260	START	1609142023880	1609142023880
REQUEST	260		/message/publish	1609142023881	1609142023886	OK	 
USER	publish	260	END	1609142023880	1609142023887
USER	publish	261	START	1609142023910	1609142023910
REQUEST	261		/message/publish	1609142023911	1609142023917	OK	 
USER	publish	261	END	1609142023910	1609142023918
USER	publish	262	START	1609142023931	1609142023931
REQUEST	262		/message/publish	1609142023931	1609142023936	OK	 
USER	publish	262	END	1609142023931	1609142023936
USER	publish	263	START	1609142023950	1609142023950
REQUEST	263		/message/publish	1609142023951	1609142023966	OK	 
USER	publish	263	END	1609142023950	1609142023966
USER	publish	264	START	1609142023980	1609142023980
REQUEST	264		/message/publish	1609142023980	1609142023986	OK	 
USER	publish	264	END	1609142023980	1609142023986
USER	publish	265	START	1609142024000	1609142024000
REQUEST	265		/message/publish	1609142024002	1609142024010	OK	 
USER	publish	265	END	1609142024000	1609142024010
USER	publish	266	START	1609142024021	1609142024021
REQUEST	266		/message/publish	1609142024021	1609142024026	OK	 
USER	publish	266	END	1609142024021	1609142024026
USER	publish	267	START	1609142024051	1609142024051
REQUEST	267		/message/publish	1609142024052	1609142024057	OK	 
USER	publish	267	END	1609142024051	1609142024058
USER	publish	268	START	1609142024070	1609142024070
REQUEST	268		/message/publish	1609142024071	1609142024078	OK	 
USER	publish	268	END	1609142024070	1609142024078
USER	publish	269	START	1609142024091	1609142024091
REQUEST	269		/message/publish	1609142024091	1609142024097	OK	 
USER	publish	269	END	1609142024091	1609142024097
USER	publish	270	START	1609142024121	1609142024121
REQUEST	270		/message/publish	1609142024121	1609142024126	OK	 
USER	publish	270	END	1609142024121	1609142024126
USER	publish	271	START	1609142024140	1609142024140
REQUEST	271		/message/publish	1609142024141	1609142024149	OK	 
USER	publish	271	END	1609142024140	1609142024149
USER	publish	272	START	1609142024161	1609142024161
REQUEST	272		/message/publish	1609142024161	1609142024167	OK	 
USER	publish	272	END	1609142024161	1609142024167
USER	publish	273	START	1609142024190	1609142024190
REQUEST	273		/message/publish	1609142024191	1609142024199	OK	 
USER	publish	273	END	1609142024190	1609142024199
USER	publish	274	START	1609142024211	1609142024211
REQUEST	274		/message/publish	1609142024211	1609142024216	OK	 
USER	publish	274	END	1609142024211	1609142024217
USER	publish	275	START	1609142024231	1609142024231
REQUEST	275		/message/publish	1609142024232	1609142024238	OK	 
USER	publish	275	END	1609142024231	1609142024238
USER	publish	276	START	1609142024261	1609142024261
REQUEST	276		/message/publish	1609142024261	1609142024270	OK	 
USER	publish	276	END	1609142024261	1609142024270
